Tür,İlaç,Ruhsat Sahibi,İthal/Yerli,İmal,Menşei,İthalatçı,İhracatçı,Takdim,Etken Madde,Grup,Uygulama,Türler,Açıklama
İlaç,ADEFORT,Mam-vet Vet. İlaç Aşı Medikal Malz. Kim. Ham. Hayv. Ürün. İth. İhr. San. Ve Tic. Ltd. Şti.,Yerli,Mefar İlaç San. A.ş.,-,-,-,"Karton kutularda 20 ml, 50ml , 100 ml ve 250 ml'lik kahverengi cam şişelerde sunulmuştur .","1 ml ürün içinde ;300.000 IU Vit. A propiyonat, 100.000 IU Vit. D3, 50 mg Vit. E asetat",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Keçi (Süt), Koyun (Besi), Koyun (Süt), Sığır(Besi), Sığır(Süt)","dana,buzağı,kuzu ve oğlaklarda"
İlaç,ADEJEKT,Vetifarm Veteriner İlaçları Ticaret A.ş,İthal,Eurovet Animal Health Bv,Eurovet Animal Health Bv,Vetifarm Veteriner İlaçları Ticaret A.ş,Eurovet Animal Health Bv,Karton kutularda 50 ve 100 ml'lik kahverengi cam cam şişelerde.,"1 ml ürün içinde ;80 000 IU Vit. A, 40 000 IU Vit. D3, 20 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Kedi, Koyun (Besi), Koyun (Süt), Köpek, Sığır(Besi), Sığır(Süt)","tay,buzağı,kuzu ve oğlaklarda"
İlaç,ADEJEKT,Vetifarm Veteriner İlaçları Ticaret A.ş,İthal,Eurovet Animal Health Bv,Eurovet Animal Health Bv,Vetifarm Veteriner İlaçları Ticaret A.ş,Eurovet Animal Health Bv,Karton kutularda 50 ve 100 ml'lik kahverengi cam cam şişelerde.,"1 ml ürün içinde ;80 000 IU Vit. A, 40 000 IU Vit. D3, 20 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Kedi, Koyun (Besi), Koyun (Süt), Köpek, Sığır(Besi), Sığır(Süt)","tay,buzağı,kuzu ve oğlaklarda"
İlaç,ADEJEKT,Vetifarm Veteriner İlaçları Ticaret A.ş,İthal,Eurovet Animal Health Bv,Eurovet Animal Health Bv,Vetifarm Veteriner İlaçları Ticaret A.ş,Eurovet Animal Health Bv,Karton kutularda 50 ve 100 ml'lik kahverengi cam cam şişelerde.,"1 ml ürün içinde ;80 000 IU Vit. A, 40 000 IU Vit. D3, 20 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Kedi, Koyun (Besi), Koyun (Süt), Köpek, Sığır(Besi), Sığır(Süt)","tay,buzağı,kuzu ve oğlaklarda"
İlaç,ADEMAKS,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"20,100 ve 200 ml'lik bal renkli cam flakonlarda kutulu ambalajda","1 ml ürün içinde ;500.000 IU Vit. A, 50 mg Vit. E, 75.000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Sığır(Süt), Koyun (Besi), Sığır(Besi)",
İlaç,ADEMAKS,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"20,100 ve 200 ml'lik bal renkli cam flakonlarda kutulu ambalajda","1 ml ürün içinde ;500.000 IU Vit. A, 50 mg Vit. E, 75.000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Sığır(Süt), Koyun (Besi), Sığır(Besi)",
İlaç,ADEMAKS,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"20,100 ve 200 ml'lik bal renkli cam flakonlarda kutulu ambalajda","1 ml ürün içinde ;500.000 IU Vit. A, 50 mg Vit. E, 75.000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Sığır(Süt), Koyun (Besi), Sığır(Besi)",
İlaç,ADEMAX,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"Karton kutuda 20,50 ve 100 ml'lik bal rengi cam flakonlarda","1 ml ürün içinde ;50 mg Vit. E asetat , 50.000 IU Vit. D3, 100.000 IU Vit. A palmitat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Koyun (Süt), Sığır(Süt)","Kuzu,oğlak"
İlaç,ADEMAX,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"Karton kutuda 20,50 ve 100 ml'lik bal rengi cam flakonlarda","1 ml ürün içinde ;50 mg Vit. E asetat , 50.000 IU Vit. D3, 100.000 IU Vit. A palmitat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Koyun (Süt), Sığır(Süt)","Kuzu,oğlak"
İlaç,ADEMAX,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,"Karton kutuda 20,50 ve 100 ml'lik bal rengi cam flakonlarda","1 ml ürün içinde ;50 mg Vit. E asetat , 50.000 IU Vit. D3, 100.000 IU Vit. A palmitat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Koyun (Süt), Sığır(Süt)","Kuzu,oğlak"
İlaç,ADEMİN,Ceva Hayvan Sağlığı A.Ş.,Yerli,Mefar İlaç San. A.ş.,-,-,-,"20,100, 250 ml'lik bal renkli cam flakonlarda, karton kutuda piyasaya sunulmuştur.","1 ml ürün içinde ;500.000 I.U. Vit. A, 50 mg Vit. E, 75.000 I.U. Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Koyun (Besi), Sığır(Besi), Keçi (Süt), Koyun (Süt), Sığır(Süt), tavşanda","buzağı,dana,oğlak ve kuzuda 2. ÜRETİM YERİ: ARİON İlaç Tuzla / İST."
İlaç,ADEMİN,Ceva Hayvan Sağlığı A.Ş.,Yerli,Mefar İlaç San. A.ş.,-,-,-,"20,100, 250 ml'lik bal renkli cam flakonlarda, karton kutuda piyasaya sunulmuştur.","1 ml ürün içinde ;500.000 I.U. Vit. A, 50 mg Vit. E, 75.000 I.U. Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Koyun (Besi), Sığır(Besi), Keçi (Süt), Koyun (Süt), Sığır(Süt), tavşanda","buzağı,dana,oğlak ve kuzuda 2. ÜRETİM YERİ: ARİON İlaç Tuzla / İST."
İlaç,ADEMİN,Ceva Hayvan Sağlığı A.Ş.,Yerli,Mefar İlaç San. A.ş.,-,-,-,"20,100, 250 ml'lik bal renkli cam flakonlarda, karton kutuda piyasaya sunulmuştur.","1 ml ürün içinde ;500.000 I.U. Vit. A, 50 mg Vit. E, 75.000 I.U. Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Koyun (Besi), Sığır(Besi), Keçi (Süt), Koyun (Süt), Sığır(Süt), tavşanda","buzağı,dana,oğlak ve kuzuda 2. ÜRETİM YERİ: ARİON İlaç Tuzla / İST."
İlaç,ADEMİS AD3E,Mira İlaç Ve Yem Katkı Maddeleri Gıda Sanayi Tic.ltd.şti.,Yerli,Çelikler İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"Karton kutu içinde 20, 50 ml, 100ml ve 250 ml'lik amber renkli cam şişelerde","1ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Sığır(Besi), Keçi (Süt), Sığır(Süt), Koyun (Besi), Koyun (Süt), tavşanlarda","tay,buzağı,kuzu,tavşan ve oğlaklarda"
İlaç,ADEMİS AD3E,Mira İlaç Ve Yem Katkı Maddeleri Gıda Sanayi Tic.ltd.şti.,Yerli,Çelikler İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"Karton kutu içinde 20, 50 ml, 100ml ve 250 ml'lik amber renkli cam şişelerde","1ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Sığır(Besi), Keçi (Süt), Sığır(Süt), Koyun (Besi), Koyun (Süt), tavşanlarda","tay,buzağı,kuzu,tavşan ve oğlaklarda"
İlaç,ADEMİS AD3E,Mira İlaç Ve Yem Katkı Maddeleri Gıda Sanayi Tic.ltd.şti.,Yerli,Çelikler İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"Karton kutu içinde 20, 50 ml, 100ml ve 250 ml'lik amber renkli cam şişelerde","1ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"Keçi (Besi), Sığır(Besi), Keçi (Süt), Sığır(Süt), Koyun (Besi), Koyun (Süt), tavşanlarda","tay,buzağı,kuzu,tavşan ve oğlaklarda"
İlaç,ADENED AD3E,Bavet İlaç San. Ve Tic. A.ş,Yerli,arion İlaç Sanayi ve Ticaret A.Ş.,-,-,-,Karton kutu içinde 100 ml ve 250 ml'lik Tip II amber renkli cam şişelerde sunulmaktadır.,"1 ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Tavuk (Et), Sığır(Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Tavuk (Yumurta), tavşan","dana,tay,buzağı,kuzu ve oğlakta"
İlaç,ADENED AD3E,Bavet İlaç San. Ve Tic. A.ş,Yerli,arion İlaç Sanayi ve Ticaret A.Ş.,-,-,-,Karton kutu içinde 100 ml ve 250 ml'lik Tip II amber renkli cam şişelerde sunulmaktadır.,"1 ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Tavuk (Et), Sığır(Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Tavuk (Yumurta), tavşan","dana,tay,buzağı,kuzu ve oğlakta"
İlaç,ADENED AD3E,Bavet İlaç San. Ve Tic. A.ş,Yerli,arion İlaç Sanayi ve Ticaret A.Ş.,-,-,-,Karton kutu içinde 100 ml ve 250 ml'lik Tip II amber renkli cam şişelerde sunulmaktadır.,"1 ml ürün içinde ;500.000 IU Vit. A, 75.000 IU Vit. D3, 50 mg Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Tavuk (Et), Sığır(Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Tavuk (Yumurta), tavşan","dana,tay,buzağı,kuzu ve oğlakta"
İlaç,ADERKAL AD3E,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;50.000 IU Vit. A propiyonat, 75000 IU Vit. D3, 50 mg Vit. E asetat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Koyun (Süt), Sığır(Süt)","kuzu,buzağı,oğlak ve tayda"
İlaç,ADERKAL AD3E,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;50.000 IU Vit. A propiyonat, 75000 IU Vit. D3, 50 mg Vit. E asetat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Sığır(Besi), Keçi (Besi), Koyun (Süt), Sığır(Süt)","kuzu,buzağı,oğlak ve tayda"
İlaç,ADESOL AD3E,Topkim Topkapı İlaç Premiks San. Ve Tic. A.ş,Yerli,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,-,-,-,"Karton kutu içinde 20, 50 ve 100 ml. çözelti ihtiva eden bal rengi cam flakonlarda satışa sunulmuştur.","1 ml ürün içinde ;500.000 IU Vit. A, 50 mg Vit. E, 75.000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Süt), Sığır(Süt), Keçi (Besi), Koyun (Besi), Sığır(Besi)","buzağı,dana,tay,kuzu ve oğlaklarda"
İlaç,ADESOL AD3E,Topkim Topkapı İlaç Premiks San. Ve Tic. A.ş,Yerli,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,-,-,-,"Karton kutu içinde 20, 50 ve 100 ml. çözelti ihtiva eden bal rengi cam flakonlarda satışa sunulmuştur.","1 ml ürün içinde ;500.000 IU Vit. A, 50 mg Vit. E, 75.000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Süt), Sığır(Süt), Keçi (Besi), Koyun (Besi), Sığır(Besi)","buzağı,dana,tay,kuzu ve oğlaklarda"
İlaç,ADEVET,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,"Karton kutularda, 20 ml, 50 ml ve 100 ml bal rengi flakonlarda satışa sunulmaktadır.","1 ml ürün içinde ;500.000 IU Vit. A propiyonat, 75.000 IU Vit. D3, 50 IU Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), tavşanlarda","dana,kuzu ve oğlaklarda"
İlaç,ADEVET,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,"Karton kutularda, 20 ml, 50 ml ve 100 ml bal rengi flakonlarda satışa sunulmaktadır.","1 ml ürün içinde ;500.000 IU Vit. A propiyonat, 75.000 IU Vit. D3, 50 IU Vit. E",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), tavşanlarda","dana,kuzu ve oğlaklarda"
İlaç,ADEVİL,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 -100 ve 250 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;200.000 IU Vit. A propiyonat, 30.000 IU Vit. D3, 20 mg Vit. E asetat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Sığır(Besi), Koyun (Besi), Koyun (Süt), Sığır(Süt)","kuzu,oğlak,dana,buzağı ve taylarda"
İlaç,ADEVİL,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 -100 ve 250 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;200.000 IU Vit. A propiyonat, 30.000 IU Vit. D3, 20 mg Vit. E asetat",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Sığır(Besi), Koyun (Besi), Koyun (Süt), Sığır(Süt)","kuzu,oğlak,dana,buzağı ve taylarda"
İlaç,ADEVİLİN,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;500000 IU Vit. A, 50 mg Vit. E, 75000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Süt), Sığır(Süt), Keçi (Besi), Koyun (Besi), Sığır(Besi)","dana,buzağı,oğlak,tay ve kuzularda"
İlaç,ADEVİLİN,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;500000 IU Vit. A, 50 mg Vit. E, 75000 IU Vit. D3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Süt), Sığır(Süt), Keçi (Besi), Koyun (Besi), Sığır(Besi)","dana,buzağı,oğlak,tay ve kuzularda"
İlaç,ADİLJİN,VERANO İLAÇ SAN. ve TİC. A.Ş.,Yerli,Sanovel İlaç San.ve Tic. A. Ş.,-,-,-,"Karton kutu içinde 20, 50 ve 100 ml'lik amber renkli cam flakonlarda sunulmaktadır.",1 ml ürün içinde ; 500 mg metamizol sodyum,antienflamatuvar-analjezik,enjeksiyonluk,"At, Sığır(Besi), Köpek",
İlaç,ADOKAİN,VERANO İLAÇ SAN. ve TİC. A.Ş.,Yerli,Sanovel İlaç San.ve Tic. A. Ş.,-,-,-,"Karton kutu içinde 20, 50 ve 100 ml'lik amber renkli cam şişelerde sunulmaktadır.","1 ml ürün içinde ;20 mg lidokain HCl, 0,01 mg adrenalin",anestezik,enjeksiyonluk,"At, Köpek, Kedi",
İlaç,ADOKAİN,VERANO İLAÇ SAN. ve TİC. A.Ş.,Yerli,Sanovel İlaç San.ve Tic. A. Ş.,-,-,-,"Karton kutu içinde 20, 50 ve 100 ml'lik amber renkli cam şişelerde sunulmaktadır.","1 ml ürün içinde ;20 mg lidokain HCl, 0,01 mg adrenalin",anestezik,enjeksiyonluk,"At, Köpek, Kedi",
İlaç,Advantage %10,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Kvp Pharma-veterinaer Produkte Gmbh,"Karton kutu içinde, 0.4-0,8 ml'lik 4'er adet beyaz polipropilen tüp içeren blisterlerde satışa sunulmuştur.",1 ml ürün içinde ;100 mg imidakloprid,ektoparaziter,haricen-deri,Kedi,
İlaç,ADVANTAGE MULTİ KEDİ,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Alüminyum blister içinde, polipropilen kapaklı 1 ml'lik (0,4 ml ve 0,8 ml birim doz için 1 ml pipet kullanılmaktadır) propilenden beyaz renkte 3 adet pipet içeren veya 21 adet pipet içeren klinik paket halinde, karne etiketi ile birlikte karton kutu içerisinde takdim edilmiştir.","1ml ürün içinde ;100mg imidakloprid, 10mg moksidektin",endektosit,haricen-deri,Kedi,satış izni almadı
İlaç,ADVANTAGE MULTİ KEDİ,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Alüminyum blister içinde, polipropilen kapaklı 1 ml'lik (0,4 ml ve 0,8 ml birim doz için 1 ml pipet kullanılmaktadır) propilenden beyaz renkte 3 adet pipet içeren veya 21 adet pipet içeren klinik paket halinde, karne etiketi ile birlikte karton kutu içerisinde takdim edilmiştir.","1ml ürün içinde ;100mg imidakloprid, 10mg moksidektin",endektosit,haricen-deri,Kedi,satış izni almadı
İlaç,ADVANTAGE MULTİ KÖPEK,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Alüminyum blister içinde, polipropilen kapaklı 0,4 ml, 1 ml (0,4 ml ve 1 ml birim doz için 1 ml pipet kullanılmaktadır), 2,5 ml ve 4 ml'lik propilenden beyaz renkte 3 adet pipet içeren veya 21 adet pipet içeren klinik paket halinde, karne etiketi ile birlikte karton kutu içerisinde","1 ml ürün içinde ;25 mg moksidektin, 100 mg imidakloprid",ektoparaziter,haricen-deri,Köpek,
İlaç,ADVANTAGE MULTİ KÖPEK,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Alüminyum blister içinde, polipropilen kapaklı 0,4 ml, 1 ml (0,4 ml ve 1 ml birim doz için 1 ml pipet kullanılmaktadır), 2,5 ml ve 4 ml'lik propilenden beyaz renkte 3 adet pipet içeren veya 21 adet pipet içeren klinik paket halinde, karne etiketi ile birlikte karton kutu içerisinde","1 ml ürün içinde ;25 mg moksidektin, 100 mg imidakloprid",ektoparaziter,haricen-deri,Köpek,
İlaç,ADVANTIX,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Karton kutu içinde bulunan Polyester/Al/PE'den yapılmış torbalar içinde 1, 2, 3, 4 ve 6 adet polipropilenden yapılmış 0.4, 1, 2.5 ve 4 ml'lik tüpler bulunan PCTFE/PVC termoform blisterlerde piyasaya takdim edilmiştir.","100ml ürün içinde ;10mg imidakloprid, 50mg permetrin",ektoparaziter,haricen-deri,Köpek,
İlaç,ADVANTIX,Bayer Türk Kimya San. Ltd. Şti.,İthal,Kvp Pharma-veterinaer Produkte Gmbh,Bayer Anımal Health Gmbh,Bayer Türk Kimya San. Ltd. Şti.,Bayer Anımal Health Gmbh,"Karton kutu içinde bulunan Polyester/Al/PE'den yapılmış torbalar içinde 1, 2, 3, 4 ve 6 adet polipropilenden yapılmış 0.4, 1, 2.5 ve 4 ml'lik tüpler bulunan PCTFE/PVC termoform blisterlerde piyasaya takdim edilmiştir.","100ml ürün içinde ;10mg imidakloprid, 50mg permetrin",ektoparaziter,haricen-deri,Köpek,
İlaç,ADVOCIN,ZOETİS HAYVAN SAĞLIĞI LTD.ŞTİ.,İthal,Laboratorios Pfizer Ltda,Laboratorios Pfizer Ltda,ZOETİS HAYVAN SAĞLIĞI LTD.ŞTİ.,Laboratorios Pfizer Ltda,"Karton kutu içerisinde 20, 50 ve 100 ml'lik amber renkli cam flakonlarda sunulmuştur.",1 ml ürün içinde ;25 mg danofloksasin mesilat,antibakteriyel,enjeksiyonluk,"Sığır(Besi), Sığır(Süt)",Piyasaya arz yetkisi Pfızer Hayvan Sağlığı Ltd Şti.'ne verilmiştir.
İlaç,ADVOCİNE 180,ZOETİS HAYVAN SAĞLIĞI LTD.ŞTİ.,İthal,FAREVA AMBOİSE,PFİZER PGM,ZOETİS HAYVAN SAĞLIĞI LTD.ŞTİ.,PFİZER PGM,50-100 ml'lik amber renkli cam flakonlar karton kutularda,1 ml ürün içinde ;180 mg danofloksasin mesilat,antibakteriyel,enjeksiyonluk,"Sığır(Besi), Sığır(Süt)",
Aşı,AE Pox,Pfizer İlaçları Limited Şirketi,İthal,Ford Dodge Animal Health,Ford Dodge Animal Health,Pfizer İlaçları Limited Şirketi,Pfizer Inc. 601,1000 Doz,"ml ürün içinde ;. Avian Encephalomyelitis Virus -AEV calnek 1143, . Avipoxvirus",,enjeksiyonluk,Tavuk,
Aşı,AE Pox,Pfizer İlaçları Limited Şirketi,İthal,Ford Dodge Animal Health,Ford Dodge Animal Health,Pfizer İlaçları Limited Şirketi,Pfizer Inc. 601,1000 Doz,"ml ürün içinde ;. Avian Encephalomyelitis Virus -AEV calnek 1143, . Avipoxvirus",,enjeksiyonluk,Tavuk,
Aşı,AE Vac Lyo,Pfizer İlaçları Limited Şirketi,İthal,Ford Dodge Animal Health,Ford Dodge Animal Health,Pfizer İlaçları Limited Şirketi,Ford Dodge Animal Health,1000 Doz,ml ürün içinde ;. Avian Encephalomyelitis Virus -AEV calnek 1143,,oral,Tavuk,
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,Aftopor,Biopharm Aşı Ve İlaç San. Ltd. Şti.,İthal,Merial Animal Health İNGİLTERE,Merial Animal Health İNGİLTERE,Biopharm Aşı Ve İlaç San. Ltd. Şti.,Merial Animal Health İNGİLTERE,"20, 50, 100, 200 ve 300 ml şişelerde","1 ürün içinde ;1 FMDV Tip O, 1 FMDV Tip A, 1 FMDV Tip Asya1, 1 FMDV Tip SAT1, 1 FMDV Tip SAT2, 1 FMDV Tip SAT3",,enjeksiyonluk,"Keçi, Sığır, Koyun",
